timestamp,voltage,current,power_factor,active_power_kw,reactive_power_kvar,kwh_15min
2025-01-01T08:00:00+00:00,234.43,10.81,0.9861,2.5,0.42,0.62
2025-01-01T08:15:00+00:00,231.41,12.87,0.9749,2.9,0.66,0.73
2025-01-01T08:30:00+00:00,226.47,22.0,0.9646,5.0,1.37,1.25
2025-01-01T08:45:00+00:00,228.34,16.03,0.9557,3.5,1.08,0.87
2025-01-01T09:00:00+00:00,231.46,15.64,0.9525,3.45,1.1,0.86
2025-01-01T09:15:00+00:00,228.68,17.04,0.95,3.7,1.22,0.93
2025-01-01T09:30:00+00:00,227.02,8.37,0.9672,1.84,0.48,0.46
2025-01-01T09:45:00+00:00,229.36,7.4,0.9878,1.68,0.26,0.42
2025-01-01T10:00:00+00:00,232.65,6.87,0.9553,1.53,0.47,0.38
2025-01-01T10:15:00+00:00,225.57,5.0,0.964,1.09,0.3,0.27
2025-01-01T10:30:00+00:00,227.9,4.68,0.9569,1.02,0.31,0.25
2025-01-01T10:45:00+00:00,225.53,13.4,0.9614,2.9,0.83,0.73
2025-01-01T11:00:00+00:00,229.61,2.73,0.9918,0.62,0.08,0.16
2025-01-01T11:15:00+00:00,228.14,4.05,0.9809,0.91,0.18,0.23
2025-01-01T11:30:00+00:00,229.7,3.09,0.9856,0.7,0.12,0.17
2025-01-01T11:45:00+00:00,227.9,1.91,0.9776,0.42,0.09,0.11
2025-01-01T12:00:00+00:00,229.8,3.78,0.9866,0.86,0.14,0.21
2025-01-01T12:15:00+00:00,233.88,5.07,0.9667,1.15,0.3,0.29
2025-01-01T12:30:00+00:00,231.08,2.84,0.9977,0.65,0.04,0.16
2025-01-01T12:45:00+00:00,233.55,3.17,0.9948,0.74,0.08,0.18
2025-01-01T13:00:00+00:00,231.43,2.25,0.9714,0.51,0.12,0.13
2025-01-01T13:15:00+00:00,229.59,2.44,0.9793,0.55,0.11,0.14
2025-01-01T13:30:00+00:00,229.22,3.71,0.9648,0.82,0.22,0.21
2025-01-01T13:45:00+00:00,226.6,2.27,0.9759,0.5,0.11,0.13
2025-01-01T14:00:00+00:00,232.5,8.22,0.9797,1.87,0.38,0.47
2025-01-01T14:15:00+00:00,227.71,6.04,0.9511,1.31,0.42,0.33
2025-01-01T14:30:00+00:00,227.26,3.18,0.9942,0.72,0.08,0.18
2025-01-01T14:45:00+00:00,227.2,1.76,0.9734,0.39,0.09,0.1
2025-01-01T15:00:00+00:00,232.66,3.75,0.9715,0.85,0.21,0.21
2025-01-01T15:15:00+00:00,232.74,2.31,0.9834,0.53,0.1,0.13
2025-01-01T15:30:00+00:00,232.35,3.27,0.9703,0.74,0.18,0.18
2025-01-01T15:45:00+00:00,231.62,2.32,0.9976,0.54,0.04,0.13
2025-01-01T16:00:00+00:00,228.44,3.38,0.981,0.76,0.15,0.19
2025-01-01T16:15:00+00:00,233.33,3.83,0.9552,0.85,0.26,0.21
2025-01-01T16:30:00+00:00,232.55,5.03,0.978,1.14,0.24,0.29
2025-01-01T16:45:00+00:00,225.71,5.64,0.9675,1.23,0.32,0.31
2025-01-01T17:00:00+00:00,230.85,5.99,0.9571,1.32,0.4,0.33
2025-01-01T17:15:00+00:00,226.51,5.75,0.9638,1.25,0.35,0.31
2025-01-01T17:30:00+00:00,226.03,8.48,0.9805,1.88,0.38,0.47
2025-01-01T17:45:00+00:00,225.6,7.55,0.956,1.63,0.5,0.41
2025-01-01T18:00:00+00:00,231.5,8.22,0.9743,1.85,0.43,0.46
2025-01-01T18:15:00+00:00,226.77,8.9,0.9627,1.94,0.55,0.49
2025-01-01T18:30:00+00:00,225.45,14.81,0.964,3.22,0.89,0.8
2025-01-01T18:45:00+00:00,221.37,22.0,0.95,5.0,1.64,1.25
2025-01-01T19:00:00+00:00,228.55,17.3,0.9723,3.85,0.93,0.96
2025-01-01T19:15:00+00:00,231.16,14.95,0.95,3.28,1.08,0.82
2025-01-01T19:30:00+00:00,223.58,22.0,0.95,5.0,1.64,1.25
2025-01-01T19:45:00+00:00,227.12,22.0,0.95,5.0,1.64,1.25
2025-01-01T20:00:00+00:00,226.89,15.31,0.9663,3.36,0.89,0.84
2025-01-01T20:15:00+00:00,223.01,22.0,0.9783,5.0,1.06,1.25
2025-01-01T20:30:00+00:00,229.39,22.0,0.9621,5.0,1.42,1.25
2025-01-01T20:45:00+00:00,231.27,14.16,0.9635,3.16,0.88,0.79
2025-01-01T21:00:00+00:00,231.02,14.19,0.9715,3.19,0.78,0.8
2025-01-01T21:15:00+00:00,232.81,14.59,0.9571,3.25,0.98,0.81
2025-01-01T21:30:00+00:00,227.01,17.63,0.95,3.8,1.25,0.95
2025-01-01T21:45:00+00:00,230.94,15.15,0.9739,3.41,0.79,0.85
2025-01-01T22:00:00+00:00,229.39,14.25,0.9765,3.19,0.7,0.8
2025-01-01T22:15:00+00:00,232.1,14.67,0.95,3.24,1.06,0.81
2025-01-01T22:30:00+00:00,228.07,13.7,0.9625,3.01,0.85,0.75
2025-01-01T22:45:00+00:00,231.77,12.4,0.9774,2.81,0.61,0.7
2025-01-01T23:00:00+00:00,228.91,10.62,0.97,2.36,0.59,0.59
2025-01-01T23:15:00+00:00,226.79,7.01,0.9605,1.53,0.44,0.38
2025-01-01T23:30:00+00:00,229.79,5.27,0.9583,1.16,0.35,0.29
2025-01-01T23:45:00+00:00,232.77,3.82,0.9655,0.86,0.23,0.21
2025-01-02T00:00:00+00:00,230.98,3.6,0.9862,0.82,0.14,0.21
2025-01-02T00:15:00+00:00,232.69,5.49,0.9592,1.22,0.36,0.31
2025-01-02T00:30:00+00:00,226.04,5.04,0.986,1.12,0.19,0.28
2025-01-02T00:45:00+00:00,232.3,3.39,0.974,0.77,0.18,0.19
2025-01-02T01:00:00+00:00,232.65,3.49,0.9722,0.79,0.19,0.2
2025-01-02T01:15:00+00:00,231.01,5.37,0.974,1.21,0.28,0.3
2025-01-02T01:30:00+00:00,226.96,5.32,0.9873,1.19,0.19,0.3
2025-01-02T01:45:00+00:00,228.11,4.08,0.99,0.92,0.13,0.23
2025-01-02T02:00:00+00:00,225.61,3.63,0.9709,0.8,0.2,0.2
2025-01-02T02:15:00+00:00,232.96,4.09,0.9694,0.92,0.23,0.23
2025-01-02T02:30:00+00:00,228.79,5.43,0.9613,1.19,0.34,0.3
2025-01-02T02:45:00+00:00,230.66,3.69,0.9785,0.83,0.18,0.21
2025-01-02T03:00:00+00:00,232.42,5.17,0.978,1.18,0.25,0.29
2025-01-02T03:15:00+00:00,229.35,4.49,0.9548,0.98,0.31,0.25
2025-01-02T03:30:00+00:00,230.08,4.02,0.9782,0.9,0.19,0.23
2025-01-02T03:45:00+00:00,232.57,3.59,0.9809,0.82,0.16,0.2
2025-01-02T04:00:00+00:00,231.83,3.45,0.999,0.8,0.04,0.2
2025-01-02T04:15:00+00:00,232.31,5.11,0.9714,1.15,0.28,0.29
2025-01-02T04:30:00+00:00,228.5,4.69,0.9702,1.04,0.26,0.26
2025-01-02T04:45:00+00:00,232.89,5.34,0.9762,1.21,0.27,0.3
2025-01-02T05:00:00+00:00,232.18,2.55,0.988,0.59,0.09,0.15
2025-01-02T05:15:00+00:00,230.69,5.62,0.9859,1.28,0.22,0.32
2025-01-02T05:30:00+00:00,231.33,5.79,0.9842,1.32,0.24,0.33
2025-01-02T05:45:00+00:00,233.54,6.4,0.9595,1.43,0.42,0.36
2025-01-02T06:00:00+00:00,230.45,4.68,0.9853,1.06,0.18,0.27
2025-01-02T06:15:00+00:00,230.02,6.52,0.965,1.45,0.39,0.36
2025-01-02T06:30:00+00:00,225.58,22.0,0.9652,5.0,1.35,1.25
2025-01-02T06:45:00+00:00,233.09,8.77,0.9794,2.0,0.41,0.5
2025-01-02T07:00:00+00:00,231.4,11.62,0.978,2.63,0.56,0.66
2025-01-02T07:15:00+00:00,228.21,11.76,0.979,2.63,0.55,0.66
2025-01-02T07:30:00+00:00,223.6,20.67,0.9674,4.47,1.17,1.12
2025-01-02T07:45:00+00:00,228.76,10.07,0.9651,2.22,0.6,0.56
2025-01-02T08:00:00+00:00,233.5,12.05,0.95,2.67,0.88,0.67
2025-01-02T08:15:00+00:00,228.25,11.41,0.9686,2.52,0.65,0.63
2025-01-02T08:30:00+00:00,226.31,10.88,0.9617,2.37,0.67,0.59
2025-01-02T08:45:00+00:00,226.61,8.84,0.9521,1.91,0.61,0.48
2025-01-02T09:00:00+00:00,227.63,9.4,0.9863,2.11,0.35,0.53
2025-01-02T09:15:00+00:00,228.07,22.0,0.9795,5.0,1.03,1.25
2025-01-02T09:30:00+00:00,224.89,19.26,0.9599,4.16,1.21,1.04
2025-01-02T09:45:00+00:00,233.9,7.51,0.9864,1.73,0.29,0.43
2025-01-02T10:00:00+00:00,227.88,6.45,0.9704,1.43,0.35,0.36
2025-01-02T10:15:00+00:00,231.15,10.16,0.9636,2.26,0.63,0.57
2025-01-02T10:30:00+00:00,232.47,4.52,0.9693,1.02,0.26,0.25
2025-01-02T10:45:00+00:00,225.74,3.28,0.9992,0.74,0.03,0.18
2025-01-02T11:00:00+00:00,230.78,1.85,0.981,0.42,0.08,0.1
2025-01-02T11:15:00+00:00,227.1,2.42,0.9746,0.54,0.12,0.13
2025-01-02T11:30:00+00:00,232.71,4.71,0.9678,1.06,0.28,0.26
2025-01-02T11:45:00+00:00,230.91,1.88,0.9749,0.42,0.1,0.11
2025-01-02T12:00:00+00:00,227.5,2.31,0.9903,0.52,0.07,0.13
2025-01-02T12:15:00+00:00,228.59,9.49,0.9652,2.09,0.57,0.52
2025-01-02T12:30:00+00:00,232.34,3.0,0.9747,0.68,0.16,0.17
2025-01-02T12:45:00+00:00,233.2,15.1,0.9549,3.36,1.05,0.84
2025-01-02T13:00:00+00:00,225.66,2.7,0.9921,0.6,0.08,0.15
2025-01-02T13:15:00+00:00,234.6,2.07,0.9706,0.47,0.12,0.12
2025-01-02T13:30:00+00:00,227.95,3.58,0.9776,0.8,0.17,0.2
2025-01-02T13:45:00+00:00,227.22,2.08,0.9722,0.46,0.11,0.11
2025-01-02T14:00:00+00:00,233.72,3.05,0.9749,0.7,0.16,0.17
2025-01-02T14:15:00+00:00,231.39,5.15,0.9643,1.15,0.32,0.29
2025-01-02T14:30:00+00:00,231.3,3.37,0.9704,0.76,0.19,0.19
2025-01-02T14:45:00+00:00,226.26,2.95,0.9906,0.66,0.09,0.17
2025-01-02T15:00:00+00:00,230.98,2.66,0.9869,0.61,0.1,0.15
2025-01-02T15:15:00+00:00,227.93,2.64,0.9797,0.59,0.12,0.15
2025-01-02T15:30:00+00:00,226.28,2.22,0.9974,0.5,0.04,0.13
2025-01-02T15:45:00+00:00,233.89,3.0,0.9865,0.69,0.11,0.17
2025-01-02T16:00:00+00:00,229.75,2.12,0.9897,0.48,0.07,0.12
2025-01-02T16:15:00+00:00,233.78,4.83,0.9748,1.1,0.25,0.28
2025-01-02T16:30:00+00:00,229.86,5.17,0.9808,1.17,0.23,0.29
2025-01-02T16:45:00+00:00,231.12,6.4,0.957,1.42,0.43,0.35
2025-01-02T17:00:00+00:00,233.84,5.14,0.9886,1.19,0.18,0.3
2025-01-02T17:15:00+00:00,232.55,4.09,0.9665,0.92,0.24,0.23
2025-01-02T17:30:00+00:00,230.24,6.89,0.9783,1.55,0.33,0.39
2025-01-02T17:45:00+00:00,226.33,6.83,0.9841,1.52,0.27,0.38
2025-01-02T18:00:00+00:00,222.81,22.0,0.9712,5.0,1.23,1.25
2025-01-02T18:15:00+00:00,225.86,22.0,0.9721,5.0,1.21,1.25
2025-01-02T18:30:00+00:00,225.9,22.0,0.9558,5.0,1.54,1.25
2025-01-02T18:45:00+00:00,231.58,15.31,0.9647,3.42,0.93,0.86
2025-01-02T19:00:00+00:00,140.88,22.0,0.9758,3.4,0.76,0.85
2025-01-02T19:15:00+00:00,228.18,17.07,0.9791,3.81,0.79,0.95
2025-01-02T19:30:00+00:00,228.33,14.41,0.9765,3.21,0.71,0.8
2025-01-02T19:45:00+00:00,233.89,14.45,0.95,3.21,1.06,0.8
2025-01-02T20:00:00+00:00,228.05,21.94,0.95,4.75,1.56,1.19
2025-01-02T20:15:00+00:00,228.4,22.0,0.9585,5.0,1.49,1.25
2025-01-02T20:30:00+00:00,221.1,22.0,0.9721,5.0,1.21,1.25
2025-01-02T20:45:00+00:00,227.01,15.64,0.9505,3.37,1.1,0.84
2025-01-02T21:00:00+00:00,224.13,16.3,0.9785,3.57,0.75,0.89
2025-01-02T21:15:00+00:00,228.45,22.0,0.95,5.0,1.64,1.25
2025-01-02T21:30:00+00:00,221.97,22.0,0.95,4.8,1.58,1.2
2025-01-02T21:45:00+00:00,227.56,21.26,0.9577,4.63,1.39,1.16
2025-01-02T22:00:00+00:00,228.46,15.85,0.9734,3.52,0.83,0.88
2025-01-02T22:15:00+00:00,225.25,14.68,0.9622,3.18,0.9,0.8
2025-01-02T22:30:00+00:00,225.93,13.68,0.9673,2.99,0.78,0.75
2025-01-02T22:45:00+00:00,232.71,11.65,0.9587,2.6,0.77,0.65
2025-01-02T23:00:00+00:00,230.64,9.42,0.983,2.14,0.4,0.53
2025-01-02T23:15:00+00:00,229.19,8.08,0.9622,1.78,0.5,0.45
2025-01-02T23:30:00+00:00,229.32,5.19,0.9739,1.16,0.27,0.29
2025-01-02T23:45:00+00:00,225.7,4.12,0.9643,0.9,0.25,0.22
2025-01-03T00:00:00+00:00,227.93,4.0,0.9554,0.87,0.27,0.22
2025-01-03T00:15:00+00:00,233.16,4.05,0.9821,0.93,0.18,0.23
2025-01-03T00:30:00+00:00,225.93,5.56,0.9737,1.22,0.29,0.31
2025-01-03T00:45:00+00:00,229.93,3.98,0.966,0.88,0.24,0.22
2025-01-03T01:00:00+00:00,231.07,3.4,0.9744,0.77,0.18,0.19
2025-01-03T01:15:00+00:00,227.2,3.89,0.9557,0.84,0.26,0.21
2025-01-03T01:30:00+00:00,231.92,3.81,0.9509,0.84,0.27,0.21
2025-01-03T01:45:00+00:00,233.22,3.94,0.9633,0.88,0.25,0.22
2025-01-03T02:00:00+00:00,230.22,5.66,0.9882,1.29,0.2,0.32
2025-01-03T02:15:00+00:00,233.5,3.84,0.9558,0.86,0.26,0.21
2025-01-03T02:30:00+00:00,232.63,5.45,0.9764,1.24,0.27,0.31
2025-01-03T02:45:00+00:00,232.94,5.06,0.9815,1.16,0.23,0.29
2025-01-03T03:00:00+00:00,232.58,4.72,0.9753,1.07,0.24,0.27
2025-01-03T03:15:00+00:00,229.34,4.17,0.9662,0.92,0.25,0.23
2025-01-03T03:30:00+00:00,233.14,5.09,0.9835,1.17,0.21,0.29
2025-01-03T03:45:00+00:00,231.27,3.7,0.9789,0.84,0.17,0.21
2025-01-03T04:00:00+00:00,227.9,4.69,0.972,1.04,0.25,0.26
2025-01-03T04:15:00+00:00,229.82,4.62,0.9643,1.02,0.28,0.26
2025-01-03T04:30:00+00:00,230.05,4.42,0.9545,0.97,0.3,0.24
2025-01-03T04:45:00+00:00,226.66,3.58,0.9751,0.79,0.18,0.2
2025-01-03T05:00:00+00:00,228.43,3.22,0.9862,0.72,0.12,0.18
2025-01-03T05:15:00+00:00,228.51,4.42,0.9517,0.96,0.31,0.24
2025-01-03T05:30:00+00:00,232.31,5.43,0.9585,1.21,0.36,0.3
2025-01-03T05:45:00+00:00,230.88,8.27,0.9833,1.88,0.35,0.47
2025-01-03T06:00:00+00:00,228.47,4.03,0.9515,0.88,0.28,0.22
2025-01-03T06:15:00+00:00,226.67,6.82,0.9676,1.5,0.39,0.37
2025-01-03T06:30:00+00:00,226.39,21.48,0.9591,4.66,1.38,1.17
2025-01-03T06:45:00+00:00,223.98,22.0,0.9651,5.0,1.36,1.25
2025-01-03T07:00:00+00:00,234.38,8.97,0.959,2.02,0.6,0.5
2025-01-03T07:15:00+00:00,226.96,22.0,0.9537,5.0,1.58,1.25
2025-01-03T07:30:00+00:00,233.48,12.27,0.9594,2.75,0.81,0.69
2025-01-03T07:45:00+00:00,227.58,12.51,0.9592,2.73,0.81,0.68
2025-01-03T08:00:00+00:00,231.28,19.67,0.9597,4.37,1.28,1.09
2025-01-03T08:15:00+00:00,229.04,8.79,0.9893,1.99,0.29,0.5
2025-01-03T08:30:00+00:00,231.73,9.39,0.9531,2.07,0.66,0.52
2025-01-03T08:45:00+00:00,232.01,8.41,0.9668,1.89,0.5,0.47
2025-01-03T09:00:00+00:00,227.74,9.83,0.9725,2.18,0.52,0.54
2025-01-03T09:15:00+00:00,227.05,8.45,0.987,1.89,0.31,0.47
2025-01-03T09:30:00+00:00,228.61,19.08,0.977,4.26,0.93,1.07
2025-01-03T09:45:00+00:00,226.32,7.53,0.9834,1.68,0.31,0.42
2025-01-03T10:00:00+00:00,229.41,6.43,0.9866,1.45,0.24,0.36
2025-01-03T10:15:00+00:00,225.62,5.16,0.9675,1.13,0.29,0.28
2025-01-03T10:30:00+00:00,229.72,3.82,0.9698,0.85,0.21,0.21
2025-01-03T10:45:00+00:00,230.75,4.03,0.9791,0.91,0.19,0.23
2025-01-03T11:00:00+00:00,234.18,2.82,0.9908,0.65,0.09,0.16
2025-01-03T11:15:00+00:00,229.13,1.73,0.9896,0.39,0.06,0.1
2025-01-03T11:30:00+00:00,232.94,1.61,0.9756,0.37,0.08,0.09
2025-01-03T11:45:00+00:00,232.67,2.0,0.9762,0.45,0.1,0.11
2025-01-03T12:00:00+00:00,230.65,3.07,0.9801,0.69,0.14,0.17
2025-01-03T12:15:00+00:00,231.36,2.9,0.9712,0.65,0.16,0.16
2025-01-03T12:30:00+00:00,194.61,2.26,0.9738,0.43,0.1,0.11
2025-01-03T12:45:00+00:00,233.17,2.57,0.9981,0.6,0.04,0.15
2025-01-03T13:00:00+00:00,230.43,3.2,0.9802,0.72,0.15,0.18
2025-01-03T13:15:00+00:00,230.11,2.01,0.9732,0.45,0.11,0.11
2025-01-03T13:30:00+00:00,234.13,5.8,0.9536,1.3,0.41,0.32
2025-01-03T13:45:00+00:00,226.66,1.89,0.9919,0.43,0.05,0.11
2025-01-03T14:00:00+00:00,233.72,11.67,0.95,2.59,0.85,0.65
2025-01-03T14:15:00+00:00,231.01,3.29,0.9923,0.75,0.09,0.19
2025-01-03T14:30:00+00:00,234.19,3.43,0.9815,0.79,0.15,0.2
2025-01-03T14:45:00+00:00,230.91,1.77,0.9996,0.41,0.01,0.1
2025-01-03T15:00:00+00:00,226.24,3.32,0.9944,0.75,0.08,0.19
2025-01-03T15:15:00+00:00,225.54,2.87,0.9911,0.64,0.09,0.16
2025-01-03T15:30:00+00:00,232.67,2.05,0.9774,0.47,0.1,0.12
2025-01-03T15:45:00+00:00,229.91,3.33,0.9924,0.76,0.09,0.19
2025-01-03T16:00:00+00:00,230.21,2.2,0.9965,0.5,0.04,0.13
2025-01-03T16:15:00+00:00,231.69,2.09,0.9837,0.48,0.09,0.12
2025-01-03T16:30:00+00:00,230.02,3.66,0.976,0.82,0.18,0.21
2025-01-03T16:45:00+00:00,228.62,6.0,0.9558,1.31,0.4,0.33
2025-01-03T17:00:00+00:00,233.89,4.17,0.9872,0.96,0.16,0.24
2025-01-03T17:15:00+00:00,227.15,6.61,0.9604,1.44,0.42,0.36
2025-01-03T17:30:00+00:00,230.86,6.05,0.9824,1.37,0.26,0.34
2025-01-03T17:45:00+00:00,234.36,5.67,0.9751,1.3,0.29,0.32
2025-01-03T18:00:00+00:00,225.86,22.0,0.961,5.0,1.44,1.25
2025-01-03T18:15:00+00:00,231.11,8.59,0.9601,1.91,0.55,0.48
2025-01-03T18:30:00+00:00,229.5,11.35,0.9779,2.55,0.54,0.64
2025-01-03T18:45:00+00:00,227.5,21.46,0.9536,4.66,1.47,1.16
2025-01-03T19:00:00+00:00,224.02,17.14,0.9757,3.75,0.84,0.94
2025-01-03T19:15:00+00:00,221.63,22.0,0.95,5.0,1.64,1.25
2025-01-03T19:30:00+00:00,228.74,22.0,0.9626,5.0,1.41,1.25
2025-01-03T19:45:00+00:00,232.6,15.67,0.95,3.46,1.14,0.87
2025-01-03T20:00:00+00:00,225.75,17.31,0.9722,3.8,0.91,0.95
2025-01-03T20:15:00+00:00,223.44,22.0,0.9641,4.86,1.34,1.22
2025-01-03T20:30:00+00:00,225.99,15.84,0.9764,3.5,0.77,0.87
2025-01-03T20:45:00+00:00,227.11,22.0,0.9622,5.0,1.41,1.25
2025-01-03T21:00:00+00:00,230.18,15.81,0.9572,3.48,1.05,0.87
2025-01-03T21:15:00+00:00,225.24,14.98,0.9588,3.24,0.96,0.81
2025-01-03T21:30:00+00:00,224.84,22.0,0.95,5.0,1.64,1.25
2025-01-03T21:45:00+00:00,231.2,14.44,0.95,3.17,1.04,0.79
2025-01-03T22:00:00+00:00,225.86,14.83,0.95,3.18,1.05,0.8
2025-01-03T22:15:00+00:00,224.7,16.73,0.9512,3.58,1.16,0.89
2025-01-03T22:30:00+00:00,229.1,15.43,0.9608,3.4,0.98,0.85
2025-01-03T22:45:00+00:00,233.35,11.94,0.9705,2.7,0.67,0.68
2025-01-03T23:00:00+00:00,226.81,12.2,0.9508,2.63,0.86,0.66
2025-01-03T23:15:00+00:00,234.16,8.61,0.9778,1.97,0.42,0.49
2025-01-03T23:30:00+00:00,230.84,4.41,0.9772,0.99,0.22,0.25
2025-01-03T23:45:00+00:00,225.51,5.12,0.9769,1.13,0.25,0.28
2025-01-04T00:00:00+00:00,230.95,5.91,0.969,1.32,0.34,0.33
2025-01-04T00:15:00+00:00,226.01,5.13,0.9543,1.11,0.35,0.28
2025-01-04T00:30:00+00:00,233.73,6.11,0.9797,1.4,0.29,0.35
2025-01-04T00:45:00+00:00,196.06,7.98,0.9777,1.53,0.33,0.38
2025-01-04T01:00:00+00:00,226.53,4.55,0.9537,0.98,0.31,0.25
2025-01-04T01:15:00+00:00,227.83,4.8,0.9634,1.05,0.29,0.26
2025-01-04T01:30:00+00:00,232.07,5.59,0.9733,1.26,0.3,0.32
2025-01-04T01:45:00+00:00,230.59,5.42,0.9546,1.19,0.37,0.3
2025-01-04T02:00:00+00:00,229.72,5.92,0.9589,1.3,0.39,0.33
2025-01-04T02:15:00+00:00,229.87,4.66,0.9892,1.06,0.16,0.26
2025-01-04T02:30:00+00:00,230.33,5.42,0.9844,1.23,0.22,0.31
2025-01-04T02:45:00+00:00,228.14,6.5,0.9745,1.44,0.33,0.36
2025-01-04T03:00:00+00:00,232.23,6.29,0.9589,1.4,0.41,0.35
2025-01-04T03:15:00+00:00,226.84,4.3,0.9654,0.94,0.25,0.24
2025-01-04T03:30:00+00:00,229.2,5.91,0.9728,1.32,0.31,0.33
2025-01-04T03:45:00+00:00,227.82,5.32,0.975,1.18,0.27,0.3
2025-01-04T04:00:00+00:00,232.7,6.21,0.9671,1.4,0.37,0.35
2025-01-04T04:15:00+00:00,230.94,6.0,0.9783,1.36,0.29,0.34
2025-01-04T04:30:00+00:00,226.77,4.97,0.9644,1.09,0.3,0.27
2025-01-04T04:45:00+00:00,226.39,6.26,0.9807,1.39,0.28,0.35
2025-01-04T05:00:00+00:00,232.57,5.55,0.9627,1.24,0.35,0.31
2025-01-04T05:15:00+00:00,228.15,6.12,0.9607,1.34,0.39,0.34
2025-01-04T05:30:00+00:00,234.55,4.89,0.9729,1.12,0.27,0.28
2025-01-04T05:45:00+00:00,225.74,5.22,0.9663,1.14,0.3,0.28
2025-01-04T06:00:00+00:00,228.52,2.67,0.9787,0.6,0.13,0.15
2025-01-04T06:15:00+00:00,224.66,15.69,0.95,3.35,1.1,0.84
2025-01-04T06:30:00+00:00,230.09,2.58,0.9974,0.59,0.04,0.15
2025-01-04T06:45:00+00:00,230.37,3.0,0.9915,0.69,0.09,0.17
2025-01-04T07:00:00+00:00,232.49,6.5,0.9525,1.44,0.46,0.36
2025-01-04T07:15:00+00:00,224.65,21.84,0.9562,4.69,1.44,1.17
2025-01-04T07:30:00+00:00,226.17,3.2,0.9845,0.71,0.13,0.18
2025-01-04T07:45:00+00:00,227.62,10.93,0.9579,2.38,0.71,0.6
2025-01-04T08:00:00+00:00,228.73,3.06,0.9951,0.7,0.07,0.17
2025-01-04T08:15:00+00:00,230.98,5.13,0.9722,1.15,0.28,0.29
2025-01-04T08:30:00+00:00,225.94,4.96,0.973,1.09,0.26,0.27
2025-01-04T08:45:00+00:00,231.16,7.01,0.9785,1.59,0.33,0.4
2025-01-04T09:00:00+00:00,229.96,8.77,0.9558,1.93,0.59,0.48
2025-01-04T09:15:00+00:00,233.95,6.56,0.9687,1.49,0.38,0.37
2025-01-04T09:30:00+00:00,227.16,22.0,0.95,5.0,1.64,1.25
2025-01-04T09:45:00+00:00,183.03,13.62,0.9868,2.46,0.4,0.62
2025-01-04T10:00:00+00:00,228.28,11.02,0.9859,2.48,0.42,0.62
2025-01-04T10:15:00+00:00,226.9,10.37,0.9857,2.32,0.4,0.58
2025-01-04T10:30:00+00:00,230.67,11.6,0.9546,2.55,0.8,0.64
2025-01-04T10:45:00+00:00,232.82,12.28,0.9584,2.74,0.82,0.69
